Artist and Title,Streams,Daily
Katy Perry - Roar,"1,002,023,829","509,685"
Rema - Calm Down,"999,790,463","2,049,688"
Drake - Toosie Slide,"996,141,083","261,161"
fun. - We Are Young,"995,909,086","564,387"
DJ Snake - Middle,"995,447,906","262,911"
Lewis Capaldi - Bruises,"993,117,330","469,803"
Clean Bandit - Solo,"991,958,614","184,315"
Sia - Unstoppable,"989,704,682","1,081,432"
Drake - Too Good,"989,534,639","257,247"
Red Hot Chili Peppers - Can't Stop,"988,880,314","617,217"
Kesha - TiK ToK,"988,299,166","618,709"
The Cranberries - Zombie,"987,909,763","665,325"
Eminem - Rap God,"987,808,150","312,026"
Bazzi - Mine,"986,875,879","252,820"
Chris Brown - Under The Influence,"986,006,627","1,147,698"
A Great Big World - Say Something,"985,879,598","280,475"
Selena Gomez - Back To You,"985,798,455","345,263"
Sean Paul - No Lie,"984,605,859","610,859"
Papa Roach - Last Resort,"984,358,139","575,328"
Adele - Make You Feel My Love,"983,200,889","441,790"
George Ezra - Budapest,"983,111,979","458,337"
Ariana Grande - God is a woman,"982,863,687","311,602"
Kodak Black - ZEZE,"982,436,079","252,797"
Giveon - Heartbreak Anniversary,"980,120,366","615,229"
The Chainsmokers - Roses,"979,515,443","314,514"
LISA - MONEY,"977,973,187","2,135,980"
Lady Gaga - Rain On Me,"977,667,727","306,714"
Flo Rida - My House,"976,739,677","291,017"
Calvin Harris - Promises,"976,439,123","245,100"
Billie Eilish - idontwannabeyouanymore,"975,424,673","431,034"
"The Rolling Stones - Paint It, Black","974,448,042","764,893"
Lil Peep - Star Shopping,"974,074,461","734,601"
BeyoncÃ© - Crazy In Love,"973,221,329","768,224"
Steve Lacy - Dark Red,"972,014,807","1,188,927"
Plain White T's - Hey There Delilah,"971,529,636","404,120"
Lana Del Rey - Young And Beautiful,"971,093,242","972,251"
"Dan + Shay - 10,000 Hours","969,973,128","338,574"
Jonas Blue - Perfect Strangers,"969,609,416","280,032"
Unknown - Perfect Strangers,"968,793,129","268,907"
Meghan Trainor - Like I'm Gonna Lose You,"967,505,632","320,275"
Adele - Send My Love (To Your New Lover),"966,900,099","400,599"
Lilly Wood and The Prick - Prayer in C,"966,844,857","448,097"
The Notorious B.I.G. - Hypnotize,"966,777,250","637,648"
Kanye West - Gold Digger,"964,757,639","626,708"
Post Malone - Candy Paint,"962,316,512","262,378"
Lil Baby - Yes Indeed,"961,664,031","637,891"
Avicii - Without You,"960,795,253","386,420"
Billie Eilish - bury a friend,"960,674,091","188,212"
Sheck Wes - Mo Bamba,"960,011,342","392,989"
Jason Derulo - Want to Want Me,"959,269,204","256,525"
BÃRNS - Electric Love,"958,523,065","470,483"
Smash Mouth - All Star,"957,866,612","573,602"
Calvin Harris - Slide,"957,786,346","322,942"
Nelly Furtado - Promiscuous,"957,052,701","897,559"
Daft Punk - Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"956,777,417","484,521"
Liam Payne - Strip That Down,"956,361,767","167,266"
Taylor Swift - Lover,"955,640,580","1,501,582"
Michael Jackson - Beat It,"953,576,478","620,724"
YNW Melly - Murder on My Mind,"952,830,846","478,711"
Mabel - Don't Call Me Up,"952,671,545","227,383"
Shawn Mendes - If I Can't Have You,"950,010,307","256,742"
Lil Nas X - Old Town Road,"948,714,632","281,172"
Lil Nas X - THATS WHAT I WANT,"946,924,449","540,986"
Eminem - Stan,"946,695,212","595,776"
Aerosmith - Dream On,"946,262,203","805,136"
Red Hot Chili Peppers - Snow (Hey Oh),"945,969,995","382,906"
Kina - Get You The Moon,"945,523,059","304,662"
WILLOW - Wait a Minute!,"945,474,711","460,952"
Guns N' Roses - Paradise City,"944,067,814","486,135"
Chris Brown - No Guidance,"943,605,713","341,532"
Bad Bunny - Moscow Mule,"943,454,218","688,797"
Lizzo - Truth Hurts,"943,141,330","230,984"
Spice Girls - Wannabe,"941,404,014","555,914"
BlocBoy JB - Look Alive,"941,325,569","206,398"
Kali Uchis - telepatÃ­a,"940,287,967","700,792"
Metro Boomin - Creepin',"940,251,056","1,927,077"
Post Malone - Go Flex,"939,990,603","380,839"
"Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)","939,504,211","539,072"
Nicki Minaj - Starships,"938,603,714","675,494"
Kanye West - Heartless,"938,379,227","1,265,324"
Taylor Swift - Look What You Made Me Do,"937,947,092","709,420"
M83 - Midnight City,"937,440,225","617,588"
Pop Smoke - Dior,"937,099,111","567,159"
Fleetwood Mac - The Chain,"936,988,225","712,377"
Cyndi Lauper - Girls Just Want to Have Fun,"934,869,107","645,946"
KAROL G - PROVENZA,"934,448,075","1,044,018"
AC/DC - You Shook Me All Night Long,"932,371,166","649,058"
Calum Scott - You Are The Reason,"931,530,815","354,544"
MEDUZA - Piece Of Your Heart,"930,978,071","297,016"
Foo Fighters - Everlong,"927,840,823","836,944"
Y2K - Lalala,"925,571,465","165,414"
Ice Cube - It Was A Good Day,"925,327,501","834,620"
Imagine Dragons - Bad Liar,"925,196,459","480,272"
Taio Cruz - Dynamite,"924,911,315","540,277"
Bon Jovi - You Give Love A Bad Name,"924,671,585","651,053"
Swedish House Mafia - Don't You Worry Child,"923,875,083","656,724"
Drake - Fake Love,"923,789,790","198,830"
Shakira - Chantaje,"923,309,219","281,758"
blink-182 - All The Small Things,"922,126,303","648,496"
Khalid - Talk,"921,769,732","197,298"
Ariana Grande - Dangerous Woman,"920,628,832","624,841"
Sam Smith - How Do You Sleep?,"920,517,613","193,647"
Of Monsters and Men - Little Talks,"918,692,807","448,436"
Mr. Probz - Waves,"917,961,979","335,214"
Zara Larsson - Never Forget You,"917,960,280","200,056"
Calvin Harris - Outside,"917,698,565","575,242"
Katy Perry - Last Friday Night (T.G.I.F.),"915,611,152","761,442"
Bad Bunny - Vete,"914,558,629","344,530"
Pitbull - Give Me Everything,"913,684,798","721,725"
Black Eyed Peas - RITMO (Bad Boys For Life),"913,527,139","213,617"
Nicky Jam - X,"913,472,185","233,633"
Gnarls Barkley - Crazy,"912,861,505","726,852"
Jaymes Young - Infinity,"912,746,648","502,979"
KYLE - iSpy,"911,132,591","184,055"
Elley DuhÃ© - MIDDLE OF THE NIGHT,"909,802,548","754,088"
The Verve - Bitter Sweet Symphony,"909,572,840","519,887"
Calvin Harris - My Way,"907,617,853","378,635"
Rae Sremmurd - Black Beatles,"907,222,941","224,293"
The Clash - Should I Stay or Should I Go,"906,708,604","442,831"
"Ariana Grande - break up with your girlfriend, i'm bored","905,813,155","284,609"
Ed Sheeran - I See Fire,"905,364,384","157,865"
Ed Sheeran - The A Team,"904,108,449","274,191"
Jay Wheeler - La Curiosidad,"901,921,941","645,747"
Imagine Dragons - Bones,"901,415,059","1,341,900"
Avicii - Hey Brother,"901,008,028","389,760"
Disclosure - Latch,"900,836,269","372,584"
U2 - With Or Without You,"899,922,581","462,338"
Jonas Blue - Mama,"899,911,078","221,072"
Aerosmith - I Don't Want To Miss A Thing,"899,228,869","440,129"
Outkast - Ms. Jackson,"899,220,516","596,562"
Cigarettes After Sex - Apocalypse,"899,200,260","1,264,854"
Katy Perry - Firework,"899,023,420","551,478"
Bad Bunny - LA NOCHE DE ANOCHE,"898,233,976","401,507"
Taylor Swift - cardigan,"897,948,408","1,636,903"
XXXTENTACION - the remedy for a broken heart (why am I so in love),"897,797,190","225,315"
Maroon 5 - Don't Wanna Know,"895,834,987","212,386"
Lost Frequencies - Are You With Me,"894,945,535","565,181"
Eminem - The Monster,"894,826,649","406,083"
Taylor Swift - Style,"894,750,958","2,234,802"
Surfaces - Sunday Best,"893,010,968","229,799"
Doja Cat - Streets,"891,823,472","621,274"
Green Day - Basket Case,"891,628,124","703,440"
Olivia Rodrigo - happier,"891,022,443","962,406"
Drake - Money In The Grave (Drake ft. Rick Ross),"890,791,493","328,619"
Flo Rida - Low,"889,506,477","556,234"
Evanescence - Bring Me To Life,"889,390,192","761,871"
Shaggy - It Wasn't Me,"889,084,337","518,550"
Migos - Bad and Boujee,"888,845,520","192,348"
The Drifters - Stand by Me,"888,252,309","615,360"
Ben E. King - Stand by Me,"888,252,309","615,360"
Zac Efron - Rewrite The Stars,"887,433,276","368,496"
Eminem - Not Afraid,"887,422,141","432,832"
Kygo - Stole the Show,"887,095,979","284,954"
Lunay - Soltera (Remix),"884,571,269","292,957"
Ariana Grande - 34+35,"883,737,744","343,378"
TLC - No Scrubs,"882,983,434","594,213"
Khalid - Love Lies,"882,800,530","226,767"
Maluma - Felices los 4,"882,636,783","197,341"
Justin Timberlake - Mirrors,"882,463,495","437,887"
Alicia Keys - If I Ain't Got You,"882,333,950","498,879"
Riton - Friday,"881,750,852","483,496"
Luis Fonsi - Ãchame La Culpa,"880,777,950","214,290"
Bee Gees - Stayin' Alive,"879,937,228","549,514"
JAY-Z - Numb / Encore,"878,779,107","497,321"
Rag'n'Bone Man - Human,"878,505,562","476,307"
Coldplay - Adventure of a Lifetime,"878,201,980","339,711"
Arctic Monkeys - R U Mine?,"877,950,650","605,019"
R. City - Locked Away,"875,716,383","384,328"
Maggie Lindemann - Pretty Girl,"875,691,154","97,268"
MÃ¥neskin - I WANNA BE YOUR SLAVE,"875,223,961","567,647"
Dominic Fike - 3 Nights,"874,171,870","346,896"
Juice WRLD - Come & Go,"874,095,827","291,343"
Drake - Laugh Now Cry Later,"873,592,592","373,038"
"Drake - Hold On, We're Going Home","872,313,927","450,802"
Dennis Lloyd - Nevermind,"871,223,941","363,321"
Van Morrison - Brown Eyed Girl,"870,122,477","525,601"
Maroon 5 - This Love,"868,073,234","603,804"
Steve Lacy - Bad Habit,"867,788,608","970,575"
Black Sabbath - Paranoid,"867,648,670","928,256"
Led Zeppelin - Stairway to Heaven,"867,609,821","403,557"
Frank Ocean - Pink + White,"867,345,218","1,435,249"
Dr. Dre - The Next Episode,"866,548,972","518,176"
Nico & Vinz - Am I Wrong,"865,847,563","311,021"
The Notorious B.I.G. - Big Poppa,"864,711,783","583,562"
American Authors - Best Day Of My Life,"864,350,937","500,577"
Miley Cyrus - We Can't Stop,"863,334,175","416,731"
Niall Horan - Slow Hands,"863,250,508","286,522"
Starley - Call on Me,"862,130,001","125,720"
MEDUZA - Lose Control,"861,593,635","283,991"
Dua Lipa - Physical,"861,241,667","391,609"
Surf Curse - Freaks,"860,354,522","786,286"
Electric Light Orchestra - Mr. Blue Sky,"859,862,441","430,817"
SZA - Good Days,"858,863,442","715,334"
The Kid LAROI - WITHOUT YOU,"858,432,669","257,349"
Hoobastank - The Reason,"856,336,181","595,234"
Gucci Mane - Wake Up in the Sky,"855,715,043","579,828"
Frank Ocean - Lost,"855,066,615","721,732"
Bruno Mars - Treasure,"854,337,074","639,380"
George Ezra - Shotgun,"853,925,476","295,506"
Lady Gaga - Just Dance,"853,701,485","728,752"
The Weeknd - In Your Eyes,"852,634,519","361,219"
Black Eyed Peas - Where Is The Love?,"852,634,488","502,488"
Eslabon Armado - Ella Baila Sola,"851,089,722","2,162,466"
Kygo - Higher Love,"850,329,809","364,315"
BLACKPINK - How You Like That,"850,129,209","519,824"
Surf Mesa - ily (i love you baby),"849,740,547","249,915"
The Weeknd - Often,"848,910,935","475,165"
Bryson Tiller - Exchange,"848,336,839","409,630"
Shawn Mendes - In My Blood,"848,290,889","182,246"
Cardi B - Bodak Yellow,"847,866,257","255,844"
Juice WRLD - Bandit,"847,852,908","284,017"
Paulo Londra - Adan y Eva,"847,406,334","233,110"
Lil Uzi Vert - The Way Life Goes,"846,902,495","558,828"
The Animals - House of the Rising Sun,"840,074,831","478,673"
Rauw Alejandro - Desesperados,"840,049,891","619,442"
Lil Uzi Vert - 20 Min,"839,756,891","750,860"
Red Hot Chili Peppers - Otherside,"839,739,836","518,279"
Kanye West - POWER,"838,963,540","359,911"
Fleetwood Mac - Go Your Own Way,"838,417,206","573,952"
Ariana Grande - Santa Tell Me,"837,238,190","98,807"
Zion & Lennox - Otra vez,"836,444,923","266,697"
KALEO - Way down We Go,"835,212,219","951,981"
Billie Eilish - bellyache,"835,083,887","465,135"
Daryl Hall & John Oates - You Make My Dreams (Come True),"835,020,208","510,865"
Lauv - i'm so tired...,"834,222,964","231,442"
Beach House - Space Song,"833,706,847","927,824"
Ava Max - Kings & Queens,"833,499,382","469,975"
Calvin Harris - Blame,"831,207,822","362,684"
NATTI NATASHA - Criminal,"830,084,235","201,649"
G-Eazy - Him & I,"829,823,326","421,542"
Bob Marley & The Wailers - Three Little Birds,"829,702,670","493,456"
Mark Ronson - Nothing Breaks Like a Heart,"829,668,946","463,786"
Mario - Let Me Love You,"828,621,269","442,636"
Jonas Blue - Rise,"828,330,459","176,637"
Elton John - I'm Still Standing,"827,472,673","922,415"
ROSALÃA - DESPECHÃ,"827,467,533","878,370"
Harry Styles - Golden,"826,451,409","408,945"
Dua Lipa - Levitating,"824,576,913","532,149"
Imagine Dragons - On Top Of The World,"824,365,536","478,825"
Rihanna - Only Girl (In The World),"823,701,834","825,114"
Rachel Platten - Fight Song,"823,673,632","275,852"
Galantis - No Money,"823,645,262","273,159"
Rihanna - S&M,"823,623,707","660,851"
Mustard - Ballin',"823,338,405","427,856"
Wham! - Wake Me Up Before You Go-Go,"821,945,494","446,213"
TiÃ«sto - Jackie Chan,"821,847,583","172,447"
Ty Dolla $ign - Or Nah,"821,788,517","433,951"
George Michael - Careless Whisper,"820,968,836","618,407"
Guns N' Roses - November Rain,"820,787,744","414,677"
Taylor Swift - Wildest Dreams,"820,580,552","751,997"
JVKE - golden hour,"820,549,043","1,327,933"
JAY-Z - Empire State Of Mind,"820,290,477","747,353"
Nickelback - How You Remind Me,"819,493,252","557,730"
Olivia Rodrigo - favorite crime,"819,312,506","835,893"
"Tyler, The Creator - EARFQUAKE","817,216,967","436,193"
Bruno Mars - Marry You,"816,773,724","659,249"
Polo G - RAPSTAR,"816,423,551","418,294"
21 Savage - a lot,"815,885,906","544,950"
Ariana Grande - Break Free,"815,195,248","300,220"
Daniel Caesar - Get You,"814,258,147","708,128"
DRAM - Broccoli,"813,986,281","144,043"
Avicii - Levels,"812,677,967","523,159"
Juice WRLD - Wishing Well,"812,614,879","299,046"
Nicky Jam - El PerdÃ³n,"812,005,340","228,073"
Niall Horan - This Town,"811,475,895","385,626"
Michael BublÃ© - It's Beginning to Look a Lot like Christmas,"809,609,295","68,077"
50 Cent - Candy Shop,"808,158,350","563,442"
Macklemore - Glorious,"808,047,420","320,952"
The Weeknd - Heartless,"807,337,605","721,722"
Sia - Elastic Heart,"807,087,728","382,547"
Calvin Harris - Feel So Close,"806,702,944","583,207"
A Boogie Wit da Hoodie - Drowning,"806,258,708","358,376"
Billie Eilish - i love you,"806,192,815","391,619"
Amy Winehouse - Back To Black,"806,169,583","558,508"
Billie Eilish - Bored,"804,934,951","586,546"
KISS - I Was Made For Lovin' You,"804,802,221","574,918"
"The Offspring - You're Gonna Go Far, Kid","804,264,021","596,541"
Sam Hunt - Body Like A Back Road,"804,146,626","339,071"
Bad Bunny - Safaera,"802,282,107","277,508"
Galantis - Runaway (U & I),"800,847,982","271,448"
The Jackson 5 - I Want You Back,"800,444,089","459,851"
GROUPLOVE - Tongue Tied,"800,409,180","351,134"
Bruno Mars - The Lazy Song,"799,412,345","652,025"
3 Doors Down - Kryptonite,"799,218,263","488,620"
James Blunt - You're Beautiful,"798,479,520","341,817"
Tainy - Lo Siento BB:/,"798,000,602","481,509"
Green Day - American Idiot,"797,390,654","578,785"
Florence + The Machine - Dog Days Are Over,"796,821,595","937,833"
Owl City - Fireflies,"796,370,139","360,697"
Queen - Somebody To Love,"795,704,169","356,171"
Miley Cyrus - Wrecking Ball,"795,674,219","456,505"
KAROL G - BICHOTA,"794,992,946","307,529"
Camila Cabello - Never Be the Same,"794,653,140","179,463"
Edward Sharpe & The Magnetic Zeros - Home,"793,621,864","409,152"
4 Non Blondes - What's Up?,"792,519,859","531,723"
Panic! At The Disco - I Write Sins Not Tragedies,"790,812,915","294,697"
The Weeknd - Pray For Me,"788,879,963","484,672"
Jason Mraz - I Won't Give Up,"788,599,982","240,551"
David Guetta - 2U,"788,170,842","126,557"
Ariana Grande - Problem,"788,127,425","267,245"
Ariana Grande - Love Me Harder,"786,747,926","434,965"
Camila Cabello - Bam Bam,"786,130,174","588,399"
Ruth B. - Lost Boy,"785,876,217","201,839"
Taylor Swift - You Need To Calm Down,"785,702,552","491,346"
My Chemical Romance - Teenagers,"785,008,240","462,250"
Rage Against The Machine - Killing In The Name,"784,821,034","439,157"
Rihanna - Don't Stop The Music,"784,649,274","599,928"
Harry Styles - Late Night Talking,"784,311,749","781,495"
Drake - Jumpman,"783,901,475","149,108"
Billie Eilish - you should see me in a crown,"783,658,310","271,587"
Doja Cat - Boss Bitch,"783,106,785","436,117"
Eminem - River,"782,754,252","170,717"
Robin Thicke - Blurred Lines,"781,946,123","261,456"
Bad Bunny - La Santa,"781,123,305","476,309"
The Temptations - My Girl,"780,657,275","514,847"
Rosa Linn - SNAP,"779,790,470","1,076,243"
Petit Biscuit - Sunset Lover,"778,022,838","168,480"
Taylor Swift - Delicate,"777,339,695","874,801"
J. Cole - Work Out,"776,279,747","684,711"
Rob $tone - Chill Bill,"776,267,698","296,087"
A Boogie Wit da Hoodie - Swervin,"776,249,905","157,934"
Kanye West - Father Stretch My Hands Pt. 1,"775,823,065","982,577"
Polo G - Pop Out,"775,761,296","327,015"
Don Toliver - No Idea,"775,673,969","433,884"
J Balvin - Un DÃ­a (One Day),"775,217,549","232,611"
Mike Perry - The Ocean,"774,950,825","116,778"
Iyaz - Replay,"774,940,754","482,697"
Rihanna - Bitch Better Have My Money,"774,184,596","326,269"
Aaron Smith - Dancin,"774,091,326","325,679"
Van Halen - Jump,"773,839,800","446,822"
DJ Snake - Loco Contigo,"773,552,912","201,570"
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53","772,886,075","912,377"
Taylor Swift - ME!,"771,967,388","360,208"
Brenda Lee - Rockin' Around The Christmas Tree,"771,528,114","81,939"
Xmas Classics - Rockin' Around the Christmas Tree,"771,446,779","51,240"
Noah Cyrus - July,"771,346,457","474,250"
Drake - Controlla,"769,528,815","192,016"
"Pink Floyd - Another Brick In The Wall, Pt. 2","769,474,123","508,172"
Stephen Sanchez - Until I Found You,"769,162,862","878,308"
Taylor Swift - Love Story,"769,101,864","565,150"
Juice WRLD - Lean Wit Me,"768,601,016","364,893"
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),"768,599,837","950,737"
Ed Sheeran - Perfect Duet (Ed Sheeran & BeyoncÃ©),"766,973,304","115,280"
Kenny Loggins - Footloose,"766,746,566","410,667"
Chris Stapleton - Tennessee Whiskey,"765,438,083","638,854"
Tove Lo - Habits (Stay High),"765,204,200","494,721"
David Guetta - Hey Mama,"765,099,723","243,968"
Fifth Harmony - Worth It,"763,329,184","194,613"
Metro Boomin - Space Cadet,"761,992,831","569,816"
Leona Lewis - Bleeding Love,"761,683,228","307,786"
Simple Minds - Don't You (Forget About Me),"761,631,429","520,988"
AWOLNATION - Sail,"760,459,729","202,238"
David Guetta - Memories,"759,985,114","598,857"
Enrique Iglesias - Bailando,"759,148,122","344,471"
Empire of the Sun - Walking On A Dream,"758,599,485","595,444"
girl in red - we fell in love in october,"757,107,281","764,184"
Miley Cyrus - Malibu,"757,017,529","242,864"
Charlie Puth - One Call Away,"756,271,271","273,125"
Jimmy Eat World - The Middle,"756,227,002","583,045"
Taylor Swift - Donât Blame Me,"756,058,581","1,434,825"
Justin Bieber - Baby,"755,895,686","642,969"
Akon - Smack That,"755,720,851","721,625"
Flo Rida - Wild Ones,"754,134,903","383,668"
6ix9ine - FEFE,"753,845,233","130,437"
Ozuna - Vaina Loca,"752,894,430","281,824"
Meghan Trainor - All About That Bass,"752,245,453","224,182"
Justin Bieber - Yummy,"751,780,414","157,071"
Billy Joel - Piano Man,"751,316,328","346,408"
Frank Ocean - Thinkin Bout You,"751,284,700","455,053"
AURORA - Runaway,"751,140,701","493,977"
Lizzo - About Damn Time,"750,988,006","496,428"
The Weeknd - I Was Never There,"750,789,459","951,627"
Jeremy Zucker - comethru,"750,392,446","283,899"
DaBaby - BOP,"750,301,750","239,550"
CKay - love nwantiti (ah ah ah),"749,129,882","482,892"
Elton John - Your Song,"748,835,013","455,479"
Becky G - MAMIII,"748,626,515","717,239"
Wisin - EscÃ¡pate Conmigo,"748,224,278","153,339"
System Of A Down - Toxicity,"748,164,882","594,957"
Katy Perry - The One That Got Away,"748,155,188","632,581"
Birdy - Skinny Love,"748,041,158","213,239"
Lady Gaga - Million Reasons,"747,819,239","283,787"
David Guetta - Sexy Bitch,"746,528,592","564,714"
Justin Bieber - Lonely,"746,501,488","273,627"
Alicia Keys - No One,"746,328,891","348,931"
Becky G - Sin Pijama,"746,034,304","169,441"
Keala Settle - This Is Me,"745,997,668","222,605"
BLACKPINK - Kill This Love,"745,329,659","312,806"
Shawn Mendes - Lost In Japan,"744,820,813","146,702"
Katy Perry - I Kissed A Girl,"744,615,593","511,221"
d4vd - Romantic Homicide,"744,298,575","1,344,867"
Bobby Helms - Jingle Bell Rock,"743,510,220","74,784"
Ozuna - Se PreparÃ³,"742,970,181","408,747"
Elvis Presley - Can't Help Falling in Love,"742,949,504","487,362"
alt-J - Breezeblocks,"742,753,144","311,711"
Kanye West - Flashing Lights,"742,305,220","1,212,296"
Oasis - Don't Look Back In Anger,"742,047,219","434,046"
Lana Del Rey - Video Games,"740,902,980","723,024"
The Weeknd - Reminder,"740,680,127","1,208,197"
Piso 21 - DÃ©jala Que Vuelva,"740,414,375","412,140"
Bad Bunny - Si EstuviÃ©semos Juntos,"740,403,240","612,395"
Ozuna - Hey Mor,"739,781,331","1,292,993"
The Weeknd - After Hours,"739,602,889","878,558"
Pixies - Where Is My Mind?,"739,435,594","549,810"
Justin Bieber - Holy,"739,277,990","202,389"
Jack Harlow - WHATS POPPIN,"738,472,431","362,115"
Kanye West - Bound 2,"738,459,904","807,162"
Billie Eilish - wish you were gay,"737,034,321","190,318"
Conan Gray - Maniac,"736,795,950","377,813"
The Script - Breakeven,"736,408,667","351,073"
J Balvin - QuÃ© MÃ¡s Pues?,"736,285,910","336,474"
Nelly - Dilemma,"736,135,358","410,528"
Justin Timberlake - SexyBack,"735,960,504","412,790"
Deorro - Five More Hours,"735,891,183","244,527"
One Direction - Perfect,"735,507,976","389,310"
Bon Jovi - It's My Life,"735,251,902","502,602"
Fleetwood Mac - Everywhere,"734,400,386","674,340"
Coldplay - Clocks,"734,357,358","575,955"
Martin Jensen - Solo Dance,"734,231,259","160,633"
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],"734,052,075","394,443"
Melanie Martinez - Play Date,"734,035,315","296,704"
Toploader - Dancing in the Moonlight,"733,940,384","497,583"
Bad Bunny - Si Veo a Tu MamÃ¡,"733,703,152","322,360"
Franz Ferdinand - Take Me Out,"733,155,631","432,465"
Fetty Wap - 679,"732,175,388","201,989"
Bob Marley & The Wailers - Could You Be Loved,"732,053,264","522,602"
Blur - Song 2,"731,889,979","574,148"
Future - Low Life,"731,622,181","299,159"
Chord Overstreet - Hold On,"731,023,290","408,100"
Red Hot Chili Peppers - Scar Tissue,"730,978,722","557,086"
Taylor Swift - ME!,"730,859,004","320,741"
Bad Bunny - Diles,"730,395,843","458,037"
Sam Smith - Like I Can,"729,696,819","401,733"
THE SCOTTS - THE SCOTTS,"729,437,617","217,362"
Tracy Chapman - Fast Car,"729,025,485","451,443"
Cage The Elephant - Cigarette Daydreams,"728,965,297","533,061"
Rick Astley - Never Gonna Give You Up,"728,927,194","436,517"
Polo G - Martin & Gina,"728,807,407","560,568"
Kings of Leon - Use Somebody,"727,964,295","359,852"
Maroon 5 - One More Night,"727,889,470","496,428"
Billie Eilish - Therefore I Am,"727,604,145","311,372"
ROSALÃA - Con Altura,"727,534,303","191,630"
A$AP Rocky - F**kin' Problems,"727,264,769","285,767"
Bruno Mars - Finesse,"726,997,044","384,927"
Metallica - Master of Puppets (Remastered),"726,841,107","524,521"
Jack Johnson - Better Together,"725,031,205","330,881"
BANNERS - Someone To You,"725,000,845","406,321"
CJ - Whoopty,"724,586,947","216,619"
Train - Drops of Jupiter (Tell Me),"724,045,895","368,467"
AminÃ© - Caroline,"724,022,695","162,862"
Migos - Walk It Talk It,"722,064,749","220,768"
Icona Pop - I Love It,"721,848,765","417,852"
Kid Cudi - Day 'N' Nite,"721,649,826","458,661"
Childish Gambino - 3005,"719,670,649","384,082"
Destiny's Child - Say My Name,"719,186,509","359,494"
Taylor Swift - august,"719,058,231","2,138,508"
Becky G - Shower,"718,491,415","308,207"
Billy Joel - Uptown Girl,"718,406,648","521,047"
Neon Trees - Everybody Talks,"717,980,680","402,768"
Big Sean - I Don't Fuck With You,"717,973,643","247,680"
Gesaffelstein - Lost in the Fire,"717,608,524","658,885"
Arctic Monkeys - Fluorescent Adolescent,"717,209,467","500,811"
Ed Sheeran - South of the Border,"715,867,967","193,175"
Jack Harlow - First Class,"715,695,035","449,877"
Miley Cyrus - Prisoner,"715,451,077","367,756"
Taylor Swift - I Knew You Were Trouble.,"715,172,493","468,309"
P!nk - What About Us,"715,108,962","259,865"
Avicii - SOS,"715,049,805","186,282"
SZA - Love Galore,"714,998,100","328,660"
LP - Lost on You,"714,695,450","402,313"
Boston - More Than a Feeling,"714,015,597","429,628"
Ed Sheeran - Don't,"712,871,272","158,871"
Charlie Puth - Marvin Gaye,"712,702,040","246,509"
Juice WRLD - Armed And Dangerous,"712,280,759","243,209"
Sebastian Yatra - Pareja Del AÃ±o,"711,772,719","424,268"
Mau y Ricky - Desconocidos,"710,206,073","237,374"
Ariana Grande - boyfriend,"709,704,849","399,076"
Cris Mj - Una Noche en MedellÃ­n,"709,494,156","432,088"
The Offspring - The Kids Aren't Alright,"709,088,079","616,437"
The 1975 - Somebody Else,"708,968,175","299,867"
J Balvin - QUE PRETENDES,"708,677,414","349,171"
Nicki Minaj - Super Bass,"708,493,236","562,639"
KAROL G - TQG,"708,476,587","1,679,327"
Playboi Carti - Magnolia,"708,392,121","455,747"
Lil Nas X - Panini,"708,323,471","149,928"
d4vd - Here With Me,"707,972,438","1,391,912"
Little Mix - Shout Out to My Ex,"707,950,642","176,055"
BENEE - Supalonely,"707,460,746","125,130"
Queen - Killer Queen,"706,936,283","450,632"
Anuel AA - Secreto,"706,728,924","286,800"
Flo Rida - Whistle,"706,472,587","365,958"
Alessia Cara - How Far I'll Go,"706,134,831","143,436"
Khalid - Saturday Nights,"706,011,955","171,154"
Daddy Yankee - Gasolina,"704,831,164","901,710"
Ne-Yo - So Sick,"704,788,359","546,103"
Anuel AA - Ella Quiere Beber,"704,710,299","337,616"
Bad Bunny - Neverita,"704,232,194","675,890"
One Direction - Steal My Girl,"703,962,461","427,413"
BTS - FAKE LOVE,"703,668,896","255,630"
The Wanted - Glad You Came,"702,772,097","429,148"
Sia - Snowman,"702,563,909","283,396"
Lorde - Team,"702,381,618","454,135"
Avril Lavigne - Complicated,"702,320,200","420,449"
Lukas Graham - Love Someone,"701,514,680","194,217"
Bad Bunny - A Tu Merced,"701,227,686","315,524"
Pop Smoke - Mood Swings,"700,582,561","302,718"
"Fall Out Boy - Sugar, We're Goin Down","699,940,203","346,611"
MGMT - Kids,"699,825,208","305,418"
Flume - Never Be Like You,"699,278,107","223,511"
Katy Perry - Hot N Cold,"699,193,681","614,821"
Doja Cat - You Right,"699,188,331","623,755"
Linkin Park - What I've Done,"699,177,934","513,386"
B.o.B - Airplanes,"698,807,354","371,027"
Sean Paul - Temperature,"698,047,885","608,452"
Eminem - Superman,"698,034,619","911,657"
Eminem - Venom,"698,021,967","323,044"
Blackstreet - No Diggity,"696,258,717","398,486"
ACRAZE - Do It To It,"695,710,240","468,539"
