Streams,Daily,Artist,Title,age_grp
667781107,768159,Bill Withers , Ain't No Sunshine,61+
667479810,368774,James Arthur , Impossible,46-60
667113781,157074,Reik , Me Niego,31-45
666407121,344221,A Boogie Wit da Hoodie , Look Back at It,31-45
665398250,737971,Taylor Swift , Enchanted,19-30
665326384,48727,Andy Williams , It's the Most Wonderful Time of the Year,31-45
665320803,144611,blackbear , idfc,46-60
664728504,153212,Selena Gomez , Good For You,19-30
664546649,259622,Alan Walker , Alone,46-60
664372610,891221,Coldplay , Sparks,19-30
664276306,262330,Maluma , 11 PM,61+
664119808,270056,Kendrick Lamar , m.A.A.d city,46-60
663503318,599069,The Weeknd , Party Monster,61+
663455761,137388,Sech , Otro Trago,61+
662999315,647745,Queen , Crazy Little Thing Called Love,31-45
662762936,342666,will.i.am , Scream & Shout,0-18
662685567,60608,Cheat Codes , Sex,61+
662459208,438551,The Killers , Somebody Told Me,61+
661635082,411990,Sean Kingston , Beautiful Girls,31-45
661582927,188898,Ed Sheeran , Supermarket Flowers,61+
660895213,395503,Britney Spears , Oops!...I Did It Again,46-60
660877587,189511,Enrique Iglesias , SUBEME LA RADIO,31-45
660824216,267857,DJ Khaled , POPSTAR,46-60
660812229,277849,MEDUZA , Paradise,46-60
659954088,183078,Eminem , Lucky You,19-30
659389767,412372,Counting Crows , Mr. Jones,61+
658782864,178258,Kanye West , I Love It (& Lil Pump),19-30
658713130,335306,Disturbed , Down with the Sickness,0-18
658048311,81438,Cheat Codes , No Promises,19-30
657977631,241739,James Bay , Hold Back The River,61+
657793032,211382,Jason Derulo , Take You Dancing,19-30
657031267,219173,Becky G , Mayores,61+
656956568,352909,2Pac , Ambitionz Az A Ridah,46-60
656224369,122918,AJR , Weak,61+
656144151,206609,Young Thug , Pick Up The Phone,0-18
655288625,594032,Luke Combs , When It Rains It Pours,19-30
655200833,399153,Demi Lovato , Heart Attack,31-45
655187988,572543,Green Day , Boulevard of Broken Dreams,31-45
655029925,1114796,Feid , Feliz Cumpleaños Ferxxo,19-30
654921606,409418,Katrina & The Waves , Walking On Sunshine,0-18
654692333,283021,Lil Tjay , F.N,46-60
654501332,276031,Sub Urban , Cradles,19-30
653301188,152419,Katy Perry , Never Really Over,46-60
653287045,906182,Swedish House Mafia , Moth To A Flame,31-45
652948090,160396,Coldplay , Magic,0-18
652768587,610043,Taylor Swift , willow,61+
652748872,251104,Fort Minor , Remember the Name,46-60
652670417,1529492,Miley Cyrus , Angels Like You,0-18
652461563,211604,StaySolidRocky , Party Girl,19-30
651649713,126326,Joel Adams , Please Don't Go,0-18
651166679,407022,M.I.A. , Paper Planes,31-45
650875846,947761,Post Malone , I Like You (A Happier Song),0-18
650496133,443100,The Proclaimers , I'm Gonna Be (500 Miles),31-45
650083081,275118,Bad Bunny , La Difícil,19-30
650038291,563819,Sleepy Hallow , 2055,19-30
649696388,217388,Russ , Losin Control,19-30
649677410,394481,Sublime , Santeria,31-45
649505604,469629,Drake , Chicago Freestyle,46-60
649462429,158548,Avicii , Lonely Together,61+
647725517,142116,Harry Styles , Lights Up,0-18
647408350,211934,Myke Towers , Bandido,61+
647033417,577831,Soft Cell , Tainted Love,19-30
646918622,248890,Tainy , Adicto,0-18
646792760,1401661,PinkPantheress , Boy's a Liar Pt. 2,0-18
646651479,177343,Selena Gomez , Hands To Myself,61+
646461962,513171,Cyndi Lauper , Time After Time,61+
646186826,265940,BTS , Life Goes On,46-60
646045899,1176869,Yandel , Yandel 150,61+
645750136,268198,DMX , X Gon' Give It To Ya,31-45
645509388,336883,Rixton , Me And My Broken Heart,19-30
645011817,290447,Joji , YEAH RIGHT,0-18
644891449,342911,Estelle , American Boy,0-18
644420266,209075,Camila Cabello , My Oh My,19-30
644302499,414906,Elton John , Don't Go Breaking My Heart,61+
644174362,145908,Machine Gun Kelly , Bad Things,31-45
644172121,479036,Paramore , Still into You,46-60
644119489,355548,Maroon 5 , Beautiful Mistakes,31-45
643951390,200778,Alesso , Heroes (we could be),46-60
643342401,130769,Sia , The Greatest,31-45
643232962,226874,Maroon 5 , Cold,61+
643197990,300839,Jason Mraz , Lucky,0-18
642973400,143592,Ed Sheeran , Dive,61+
641710178,299645,MGMT , Electric Feel,46-60
641082271,185546,Travis Scott , Antidote,0-18
641015016,466620,50 Cent , P.I.M.P.,46-60
640990213,329653,Julia Michaels , What A Time,19-30
640657746,422074,Weezer , Island In The Sun,46-60
640231653,368105,Bob Marley & The Wailers , Is This Love,0-18
640148022,688170,The Outfield , Your Love,61+
640049697,313714,The Beatles , Come Together,19-30
639428066,825208,Beyoncé , CUFF IT,0-18
639291907,236966,Chris Brown , Go Crazy,61+
639249098,205811,John Mayer , New Light,0-18
639120263,112494,Justin Bieber , Friends,0-18
638976463,218426,Khalid , 8TEEN,19-30
638929968,376906,Don McLean , American Pie,19-30
638817928,601514,Olivia Rodrigo , All I Want,61+
638814527,107247,Lil Dicky , Freaky Friday,61+
638318936,275222,Jimi Hendrix , All Along the Watchtower,31-45
638228473,484572,Green Day , Wake Me up When September Ends,61+
638013621,316875,Dalex , Hola,31-45
637868480,275716,BLACKPINK , DDU-DU DDU-DU,61+
637820040,424931,Led Zeppelin , Immigrant Song,61+
637812352,228219,Carlos Vives , La Bicicleta,46-60
636947519,272928,Imagine Dragons , It's Time,19-30
636914535,356811,Bonnie Tyler , Total Eclipse of the Heart,19-30
636419776,814673,The Neighbourhood , Softcore,61+
636222371,151557,Calvin Harris , Giant,0-18
636161895,332676,Manuel Turizo , Una Lady Como Tú,61+
636137525,278638,JACKBOYS , OUT WEST,31-45
635854792,51781,Lil Pump , Gucci Gang,31-45
635698317,416434,Three Days Grace , I Hate Everything About You,46-60
635151766,135667,Kodak Black , Roll in Peace,31-45
634907297,500674,Haddaway , What Is Love,31-45
634230804,667613,Timbaland , The Way I Are,19-30
634230804,775569,Common , The People,61+
634195221,109211,The Vamps , All Night,0-18
633676403,334838,Mumford & Sons , Little Lion Man,19-30
633600041,150263,Bebe Rexha , I'm a Mess,19-30
633514124,397211,Bad Bunny , Party,46-60
633265973,572218,TOTO , Hold the Line,61+
632813953,114299,G,Eazy - No Limit,31-45
632625880,89626,Coldplay , Hymn for the Weekend,46-60
632495721,9215515,Jung Kook , Seven,19-30
632449700,373807,Maluma , Borro Cassette,31-45
631788502,518299,ABBA , Gimme! Gimme! Gimme! (A Man After Midnight),31-45
631746352,855970,Drake , Fair Trade,31-45
631727696,361129,James Arthur , Can I Be Him,61+
631683307,512393,Bad Bunny , Tarot,61+
631650133,71803,Justin Bieber , Mistletoe,31-45
630952088,402456,Romeo Santos , Propuesta Indecente,31-45
630647261,239551,Justin Bieber , Anyone,0-18
630195965,291426,Imagine Dragons , Warriors,61+
630149014,270325,fun. , Some Nights,46-60
630131242,151079,Sofía Reyes ," 1, 2, 3",61+
629535277,467815,Shakira , Te Felicito,61+
629527178,383717,Jason Derulo , Talk Dirty,19-30
629519353,379296,ATB , Your Love (9PM),61+
629326229,166750,Marshmello , Here With Me,0-18
629085308,121180,Daddy Yankee , Dura,61+
628999289,348298,Pink Floyd , Wish You Were Here,61+
628752231,125975,Sam Smith , Lay Me Down,19-30
628640718,302769,Queen , We Are The Champions,31-45
628626575,197224,Nio Garcia , La Jeepeta,61+
628591678,772780,dhruv , double take,61+
628268431,187119,Juice WRLD , Legends,61+
628224029,214608,Charlie Puth , How Long,19-30
628128898,257293,Don Toliver , After Party,46-60
627433917,100418,FRENSHIP , Capsize,61+
627361556,78304,Kiiara , Gold,31-45
627269312,216143,Machine Gun Kelly , my ex's best friend,61+
626153273,105789,Clean Bandit , I Miss You,46-60
626135812,344806,Mora , Volando,31-45
625890470,256615,Mumford & Sons , I Will Wait,0-18
625747391,347340,Neil Diamond , Sweet Caroline,31-45
625707889,206243,Bad Bunny , Ignorantes,61+
625433569,596979,Bruno Mars , It Will Rain,19-30
625221235,407353,Bee Gees , How Deep Is Your Love,31-45
624709072,446369.5627,Lil Tjay , F.N,19-30
624258333,852002,Taylor Swift , All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0-18
624202819,1990680,Grupo Frontera , un x100to,31-45
624099883,338280,The Rolling Stones , (I Can't Get No) Satisfaction,61+
623550355,125577,Rich The Kid , Plug Walk,46-60
623408701,416023,Scorpions , Wind Of Change,46-60
623208562,339974,Rae Sremmurd , This Could Be Us,0-18
623139450,284772,Anuel AA , Sola (Remix),0-18
622707735,163454,Jason Derulo , Trumpets,46-60
621998350,351927,Kendrick Lamar ," Bitch, Don�??t Kill My Vibe",61+
621941889,441152,Frank Ocean , Ivy,0-18
621831368,436056,Darius Rucker , Wagon Wheel,19-30
621605831,658644,James Arthur , Rewrite The Stars,19-30
621283922,119328,DaBaby , Suge,31-45
620866256,382732,John Newman , Love Me Again,31-45
620321059,448857,Rihanna , Pon de Replay,46-60
619956758,396752,USHER , My Boo,46-60
619931221,1007646,Drake , Rich Flex,0-18
619484715,256255,Kelly Clarkson , Because of You,31-45
619375064,216575,BTS , Permission to Dance,19-30
618231535,327575,Red Hot Chili Peppers , Dani California,31-45
617794600,505569,Sixpence None The Richer , Kiss Me,46-60
617732214,544909,Drake , Knife Talk,0-18
617642747,364968,LMFAO , Party Rock Anthem,19-30
617326722,97072,David Guetta , Flames,31-45
616882765,472409,TINI , Miénteme,61+
616776616,389307,Guns N' Roses , Knockin' On Heaven's Door,0-18
616707434,441388,Slipknot , Duality,31-45
616548457,152620,Enrique Iglesias , DUELE EL CORAZON,46-60
615741306,582317,Paloma Faith , Only Love Can Hurt Like This,31-45
615211371,394120,Bad Bunny , TE MUDASTE,31-45
614771731,206757,Marshmello , Be Kind,46-60
614712154,474079,The Cure , Friday I'm In Love,31-45
614334221,379891,Jhayco , C�?MO SE SIENTE,46-60
613468694,268781,Migos , Stir Fry,19-30
613433724,744607,Don Omar , Dile,61+
613299354,145451,Flipp Dinero , Leave Me Alone,0-18
611917844,214085,Rauw Alejandro , Fantasias,19-30
611520091,499994,Otis Redding , (Sittin' On) the Dock of the Bay,61+
611305702,393766,Fall Out Boy , Thnks fr th Mmrs,31-45
610893703,261504,Lil Uzi Vert , Money Longer,31-45
610660379,187160,Chris Jedi , Ahora Dice,0-18
610291820,328396,Phil Collins , In The Air Tonight,31-45
609931531,786871,Seafret , Atlantis,0-18
609793065,339768,Frank Ocean , Nights,31-45
609528230,315876,Whitney Houston , I Will Always Love You,46-60
609289756,178784,Martin Garrix , Summer Days,61+
609133870,149780,James TW , When You Love Someone,61+
609008363,146136,Hailee Steinfeld , Love Myself,0-18
608896467,391835,Zac Brown Band , Chicken Fried,61+
608822519,484663,Ashe , Moral of the Story,0-18
608805910,328778,Mac Miller , Self Care,31-45
608484501,431374,blink,182 - What's My Age Again?,61+
608452150,159870,Los Legendarios , Fiel,0-18
608287717,281626,Lana Del Rey , Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),61+
607845677,339580,Kesha , Die Young,61+
607636908,408862,Tom Petty , Free Fallin',61+
607077854,184322,X Ambassadors , Unsteady,46-60
607071851,346580,Rise Against , Savior,61+
606448779,149556,Kodak Black , Tunnel Vision,46-60
606396680,376690,No Doubt , Don't Speak,19-30
606298454,384567,Kansas , Dust in the Wind,46-60
606010962,111849,Rita Ora , Your Song,31-45
605671883,261362,Lana Del Rey , Young And Beautiful [Lana Del Rey vs. Cedric Gervais],46-60
605574732,211938,Rex Orange County , Best Friend,31-45
605356292,381112,Michael Jackson , Smooth Criminal,46-60
605152376,460694,Panic! At The Disco , House of Memories,19-30
604924693,358972,U2 , I Still Haven't Found What I'm Looking For,46-60
604310072,1872839,FIFTY FIFTY , Cupid,46-60
604179895,533456,Chief Keef , Love Sosa,61+
604012017,430794,Natalie Imbruglia , Torn,31-45
603919137,314753,Playboi Carti , Shoota,0-18
603509291,311512,Cage The Elephant , Ain't No Rest For The Wicked,19-30
603062705,89916,Ellie Goulding , Close To Me,61+
603049876,464505,Katy Perry , Teenage Dream,61+
602914219,404322,Clairo , Sofia,46-60
602739963,1412007,The Weeknd , Die For You,0-18
602696355,334743,Luke Combs , Hurricane,0-18
602526096,362318,5 Seconds of Summer , She Looks So Perfect,19-30
602081713,389854,Jay Sean , Down,61+
601800098,645984,Anuel AA , Amanece,19-30
601788172,230450,Little Mix , Secret Love Song,0-18
601474571,315855,Taylor Swift , We Are Never Ever Getting Back Together,61+
601184878,117933,Ariana Grande , breathin,19-30
601097269,220985,Rae Sremmurd , Swang,19-30
600937353,438551,Pinkfong , Baby Shark,31-45
600771653,264511,Jeremih , oui,0-18
600771608,347698,Far East Movement , Like A G6,61+
600766900,456212,2Pac , California Love,19-30
600554620,305738,Sam Smith , Fire On Fire,61+
600368987,177072,Anitta , Downtown,19-30
600240741,355264,Kelly Clarkson , Since U Been Gone,0-18
600183391,346134,BoyWithUke , Toxic,31-45
599134605,226045,Sebastian Yatra , Traicionera,46-60
598668110,381158,Nirvana , Heart-Shaped Box,61+
598592020,205971,Selena Gomez , Same Old Love,0-18
596986852,873582,Future , WAIT FOR U,61+
596753982,177506,James Arthur , Naked,46-60
596653891,212399,Troye Sivan , YOUTH,31-45
596578051,154987,The Chainsmokers , Takeaway,61+
596557762,699025,Taylor Swift , exile,46-60
596455756,326734,AC/DC , T.N.T.,61+
596238464,333975,Pink Sweat$ , At My Worst (Nikhita Gandhi Remix),46-60
596031697,96392,Hailee Steinfeld , Most Girls,46-60
594977638,365657,zzoilo , Mon Amour,61+
594713143,289282,Blue Swede , Hooked On A Feeling,0-18
594436056,773392,Baby Keem , family ties,19-30
594280930,427826,Bruce Springsteen , Dancing In the Dark,19-30
593879784,216205,Two Feet , Go Fuck Yourself,19-30
593872053,401208,Corinne Bailey Rae , Put Your Records On,46-60
592957337,630276,The Police , Roxanne,19-30
592806551,297340,Alan Walker , On My Way,61+
592609172,563625,Drake , Teenage Fever,0-18
592322735,125607,Khalid , OTW,31-45
592296355,362175,Lost Frequencies , Reality,46-60
591935232,1060815,Plan B , Es un Secreto,0-18
591491379,299940,The Beatles , Let It Be,46-60
591166804,239263,grandson , Blood // Water,31-45
591081711,116108,Jax Jones , You Don't Know Me,61+
591035144,406816,Rihanna , Where Have You Been,61+
590846956,834596,Labrinth , Formula,46-60
590679661,256562,Cardi B , Up,31-45
590586217,716537,Patrick Watson , Je te laisserai des mots,0-18
589787551,360449,Fugees , Killing Me Softly With His Song,19-30
589726119,449138,Tiësto , Don't Be Shy,61+
589545713,380971,Lady Gaga , Telephone,46-60
589233410,224030,Carlos Vives , Robarte Un Beso,61+
588856618,312737,Sia , Cheap Thrills,31-45
588746705,192189,Little Mix , Black Magic,61+
588717319,199146,Dua Lipa , Kiss and Make Up,31-45
588611186,130871,blackbear , do re mi,0-18
588596168,468225,Rascal Flatts , Life is a Highway,0-18
588525182,143179,The Chainsmokers , This Feeling,0-18
588285275,136856,Sech , Relación,0-18
588117820,73980,Martin Garrix , There for You,0-18
587763702,131204,R. Kelly , Ignition,31-45
587663758,66246,Kygo , Stay,61+
587468832,226642,Bad Bunny , Amorfoda,0-18
587369739,155482,BTS , DNA,31-45
587062142,435037,Luis Miguel , Ahora Te Puedes Marchar,0-18
587056408,197517,Billie Eilish , all the good girls go to hell,61+
586988783,125878,Silk City , Electricity,61+
586693986,155895,Bad Bunny , Sensualidad,46-60
586379448,665560,BLACKPINK , Pink Venom,61+
586303504,117529,The Chainsmokers , Call You Mine,61+
586300900,106774,Snakehips , All My Friends,46-60
585866033,242860,Travis Scott , YOSEMITE,46-60
585736204,70067,DJ Khaled , No Brainer,19-30
585259622,202681,Kina , Can We Kiss Forever?,31-45
583960000,359994,Fleetwood Mac , Landslide,0-18
582455357,208527,Disclosure , You & Me,46-60
581920088,439509,Dua Lipa , Love Again,61+
581848575,337077,Soundgarden , Black Hole Sun,31-45
581675396,217330,Halsey , Bad At Love,61+
581490755,147678,Maluma , HP,61+
580510136,551548,Mac DeMarco , Chamber Of Reflection,46-60
580087290,381011,P!nk , Raise Your Glass,61+
579632475,237464,A$AP Rocky , Everyday,31-45
579507395,199326,Bon Iver , Skinny Love,0-18
579372406,87697,Lil Xan , Betrayed,31-45
579262585,802417,Arcángel , La Jumpa,19-30
579196358,136996,Tove Lo , Stay High,19-30
579158891,221853,Sam Fischer , This City,19-30
579059362,128572,Tove Lo , Habits (Stay High),46-60
579023151,383310,Skillet , Monster,31-45
578812669,447419,Black Eyed Peas , Pump It,31-45
578705560,311637,Extreme , More Than Words,19-30
578587975,303649,Beyoncé , Single Ladies (Put a Ring on It),31-45
578137558,327070,Labrinth , Still Don't Know My Name,46-60
578082764,404912,Troye Sivan , Strawberries & Cigarettes,46-60
577990609,283807,Beyoncé , Love On Top,46-60
577845786,358032,5 Seconds of Summer , Teeth,31-45
577367650,327379,America , A Horse with No Name,46-60
577357612,439855,Kendrick Lamar , Swimming Pools (Drank),61+
576970985,137383,Ricky Martin , Vente Pa' Ca,0-18
576890263,188970,Lizzo , Good as Hell,61+
576622228,891574,RAYE , Escapism.,31-45
576359297,392715,Ozzy Osbourne , Crazy Train,31-45
576175854,234791,Miley Cyrus , Midnight Sky,19-30
576128467,91326,Migos , Slippery,61+
575834500,107652,Ed Sheeran , Tenerife Sea,31-45
575033530,254041,The xx , Intro,0-18
574731159,191203,Dua Lipa , Be the One,61+
574645645,295113,Adele , Water Under the Bridge,19-30
574378764,412510,Waka Flocka Flame , No Hands,19-30
574043037,305369,John Lennon , Imagine,19-30
573975006,205232,Rauw Alejandro , Tattoo,61+
573678555,269702,R3HAB , All Around The World (La La La),31-45
573231449,874704,PARTYNEXTDOOR , Break from Toronto,31-45
573222856,116087,The Chainsmokers , All We Know,0-18
573140496,305130,Kelly Clarkson , Stronger (What Doesn't Kill You),31-45
572868669,410611,Stromae , Alors on danse,61+
571330136,336990,The Calling , Wherever You Will Go,0-18
570737556,296526,3 Doors Down , Here Without You,19-30
569912656,225310,Rae Sremmurd , Come Get Her,61+
569881858,566421,Green Day , Good Riddance (Time of Your Life),46-60
569824869,385666,Kanye West , All Of The Lights,31-45
569632338,1088881,Justin Bieber , Beauty And A Beat,19-30
569577451,327922,Kendrick Lamar , LOYALTY. FEAT. RIHANNA.,31-45
568929636,185396,OneRepublic , Rescue Me,0-18
568051796,215733,Thomas Rhett , Die A Happy Man,46-60
568025479,397638,Travie McCoy , Billionaire,61+
567601153,101285,Kygo , Remind Me to Forget,0-18
567319375,657717,The Game , Hate It Or Love It,19-30
567109186,282803,T,Pain - Buy U a Drank (Shawty Snappin'),0-18
567087199,307113,Lou Bega , Mambo No. 5 (a Little Bit of...),31-45
566230832,120228,Maluma , Corazón,46-60
566015989,453933,Rihanna , Disturbia,19-30
565964954,326147,Bruno Mars , Count on Me,31-45
565523428,107490,Childish Gambino , This Is America,46-60
565321404,307070,Kansas , Carry on Wayward Son,0-18
565006500,506693,Redbone , Come and Get Your Love,31-45
565006500,506693,Gloria Gaynor , I Will Survive,31-45
564405096,283709,Naughty Boy , La La La,31-45
564122011,162761,David Guetta , Say My Name,19-30
563739936,174424,Tove Lo , Talking Body,61+
563240165,114988,Migos , MotorSport,0-18
563234661,425277,Dire Straits , Walk Of Life,46-60
563140039,268378,Years & Years , King,46-60
562903170,278591,Frank Sinatra , Fly Me To The Moon (In Other Words),46-60
562608640,757205,Taylor Swift , The Man,19-30
562110378,455852,Bill Withers , Lovely Day,19-30
561958252,202255,Kid Cudi , Pursuit Of Happiness,46-60
561932348,410879,Pitbull , Feel This Moment,61+
560728046,132342,Camilo , Tutu,19-30
560662116,379289,Culture Club , Karma Chameleon,31-45
560540104,500244,Kendrick Lamar , Alright,19-30
560516869,166793,Shawn Mendes , Monster (Shawn Mendes & Justin Bieber),31-45
560485873,155901,Zion & Lennox , La player (Bandolera),46-60
560427988,287852,Wiz Khalifa , Black and Yellow,19-30
560208206,295964,Anitta , Envolver,46-60
560069959,163490,J Balvin , Bonita,0-18
560005065,216023,Juice WRLD , Wasted,31-45
559903056,101541,Sam Feldt , Post Malone,19-30
559885650,192843,Johnny Cash , Hurt,46-60
559849698,168693,Dan + Shay , Tequila,19-30
559765997,164095,David Guetta , Bad,31-45
559644447,415174,One Direction , 18,61+
559622734,204253,Gente De Zona , La Gozadera,61+
559599978,179511,One Direction , Little Things,61+
559476979,186429,Ritt Momney , Put Your Records On,31-45
559412166,438808,$uicideboy$ ," ...And to Those I Love, Thanks for Sticking Around",61+
559331418,218218,Kanye West , Black Skinhead,0-18
559330138,181193,Alessia Cara , Here,31-45
559193040,71764,Louis Tomlinson , Back to You,61+
559024687,271564,Fall Out Boy , My Songs Know What You Did In The Dark (Light Em Up),19-30
558749131,146342,Burak Yeter , Tuesday,46-60
558644993,106251,XXXTENTACION , Arms Around You,46-60
558435623,368009,Jason Derulo , Whatcha Say,31-45
558394847,288535,Boza , Hecha Pa' Mi,46-60
558181816,323845,Flo Rida , Good Feeling,46-60
557770134,355070,Train , Drive By,46-60
557730941,296673,J. Cole , She Knows,31-45
557635669,225376,Post Malone , Take What You Want,0-18
557550626,194602,The Script , Superheroes,31-45
556808726,396813,Taylor Swift , You Belong With Me,61+
556629565,163756,Shawn Mendes , I Know What You Did Last Summer,19-30
556621058,198617,Beyoncé , Drunk in Love,31-45
556573455,104817,JP Cooper , September Song,46-60
556524993,349899,Post Malone , One Right Now,31-45
556492317,201171,PARTYNEXTDOOR , Come and See Me,19-30
556431975,378828,Audioslave , Like a Stone,31-45
556359374,149387,Jay Rock , King's Dead,19-30
556339266,311155,Foo Fighters , Best of You,46-60
556227358,149001,Bazzi , I.F.L.Y.,61+
555492151,247382,Stevie Wonder , Superstition,31-45
554869467,299962,Tropical Florida , Good Feeling,46-60
554562332,102354,Nicky Jam , El Amante,46-60
554519562,193927,Chino & Nacho , Andas En Mi Cabeza,0-18
554362881,132581,6ix9ine , BEBE,0-18
554123403,337170,Miley Cyrus , The Climb,0-18
553977447,340900,Cascada , Everytime We Touch,46-60
553938790,567009,The Cure , Boys Don't Cry,0-18
552344109,393069,Soulja Boy , Kiss Me Thru The Phone,46-60
552152980,331495,Alicia Keys , Girl on Fire,61+
552019195,365440,P!nk , Try,31-45
551781087,189696,KAROL G ," Ay, DiOs Mío!",61+
551485138,385835,Gera MX , Botella Tras Botella,19-30
551036514,488660,Zion & Lennox , Yo Voy,0-18
550954255,280367,Eiffel 65 , Blue (Da Ba Dee),0-18
550563655,426611,Ne,Yo - Miss Independent,61+
550551475,212343,CKay , love nwantiti,19-30
550485958,141626,Famous Dex , PICK IT UP,31-45
550336451,144930,Arcángel , Sigues Con El,61+
550187450,334459,Adele , All I Ask,19-30
550087802,229183,Kanye West , Famous,46-60
549900142,177278,J Balvin , Rojo,0-18
549368430,138668,Bazzi , Paradise,31-45
549347518,335143,Bring Me The Horizon , Can You Feel My Heart,61+
549295289,513687,Anuel AA , Hasta Que Dios Diga,46-60
549140647,143714,Rae Sremmurd , No Type,61+
548983644,744673,Lil Wayne , Love Me,61+
548896514,215229,Post Malone , Stay,19-30
548881841,264380,ScHoolboy Q , Collard Greens,61+
548814712,137779,J Balvin , No Es Justo,46-60
548673448,246349,Muse , Uprising,31-45
548412733,285672,Duke Dumont , Ocean Drive,0-18
548155932,272961,Queen , I Want To Break Free,19-30
547718888,161653,Lorde , Green Light,61+
547549398,255472,Led Zeppelin , Whole Lotta Love,46-60
546621862,134700,Cardi B , Money,46-60
546583675,98754,King Princess , 1950,19-30
546404441,422717,Fitz and The Tantrums , Out of My League,19-30
546237652,275942,Mac Miller , Weekend,0-18
546069953,154883,Chris Brown , Ayo,31-45
545920965,412121,Lynyrd Skynyrd , Free Bird,46-60
545680338,295212,UB40 , Red Red Wine,31-45
545655039,350428,Natasha Bedingfield , Unwritten,31-45
545626061,150423,Drake , Portland,61+
545495651,188135,Alan Walker , Darkside,19-30
545472934,279432,Drake , Take Care,61+
544810553,537710,Lana Del Rey , Born To Die,61+
544570453,282715,Paul Simon , You Can Call Me Al,0-18
544396346,264324,Marc Anthony , Vivir Mi Vida,61+
544186992,488769,Los Enanitos Verdes , Lamento Boliviano,61+
544132550,99584,Zara Larsson , Ruin My Life,0-18
544125976,429319,Stealers Wheel , Stuck In The Middle With You,46-60
544078243,566977,Taylor Swift , ...Ready For It?,19-30
544004239,193650,Harry Styles , Sweet Creature,19-30
543387271,294425,Gwen Stefani , Hollaback Girl,19-30
542906272,153507,21 Savage , X,31-45
542791243,263240,OneRepublic , Secrets,31-45
542590222,335935,Metro Boomin , 10 Freaky Girls,61+
542574273,171092,Becky G , Cuando Te Besé,31-45
542561377,382936,The Rolling Stones , Start Me Up,0-18
542552578,348110,Yusuf / Cat Stevens , Wild World,61+
542540296,453954,Drake , Headlines,61+
542174594,297988,Dexys Midnight Runners , Come On Eileen,19-30
541954404,248387,THE ANXIETY , Meet Me At Our Spot,46-60
541646267,275077,Colbie Caillat , Bubbly,0-18
541359956,314946,The Killers , When You Were Young,19-30
541139165,391237,Drake , Best I Ever Had,19-30
540786528,340219,The Beatles , Yesterday,61+
540519537,204914,Kendrick Lamar , King Kunta,19-30
540301286,239052,Tom Walker , Leave a Light On,46-60
540223752,285087,The Kooks , Naive,19-30
540006243,310090,Meghan Trainor , NO,19-30
539131063,460113,Eagles , Take It Easy,46-60
538705307,107965,Katy Perry , Chained To The Rhythm,0-18
538402587,774860,Eyedress , Jealous,0-18
538206148,270788,Billie Eilish , No Time To Die,31-45
538019504,318988,Joji , Sanctuary,19-30
537961311,485696,Linkin Park , One Step Closer,61+
537952400,157926,Miguel , Sky Walker,61+
537377686,731169,Meghan Trainor , Made You Look,46-60
537276947,450218,50 Cent , 21 Questions,19-30
537256220,269113,Beyoncé , Irreplaceable,0-18
537230464,315806,P!nk , So What,0-18
536852375,212049,Ozuna , Una Locura,0-18
536499372,306786,Dolly Parton , Jolene,19-30
536427427,119617,Beyoncé , 7/11,31-45
536153632,670573,Playboi Carti , Sky,0-18
536141022,165842,Nio Garcia , AM Remix,0-18
535801919,332431,Stevie Wonder ," Signed, Sealed, Delivered (I'm Yours)",31-45
535776191,678782,Lil Baby , Freestyle,61+
535715201,397718,Mötley Crüe , Kickstart My Heart,19-30
535130887,291114,Auli'i Cravalho , How Far I'll Go,0-18
535052917,183393,Rauw Alejandro , Reloj,0-18
535039165,353303,Katy Perry , Unconditionally,19-30
534367154,374989,$uicideboy$ , Kill Yourself (Part III),19-30
534016651,594045,Mitski , Washing Machine Heart,46-60
533875587,239624,Shawn Mendes , Wonder,61+
533312540,60269,M�? , Final Song,46-60
533170404,313834,Jet , Are You Gonna Be My Girl,31-45
533001552,138546,Kygo , Born To Be Yours,31-45
532944340,434644,Billie Eilish , watch,31-45
532814524,293270,Paulo Londra , Nena Maldición,31-45
532806333,436017,Sebastian Yatra , Tacones Rojos,0-18
532716761,192152,Ava Max , So Am I,31-45
532536131,186164,ROSALÍA ," Yo x Ti, Tu x Mi",31-45
532418836,804491,Taylor Swift , Lavender Haze,46-60
532410523,1004203,Beach Weather ," Sex, Drugs, Etc.",31-45
532331541,347575,Mike Posner , Cooler Than Me,31-45
531967177,282844,Daft Punk , One More Time,31-45
531938482,318236,Alejandro Fernández , Me Dediqué a Perderte,0-18
531926392,79097,Selena Gomez , Kill Em With Kindness,0-18
531181448,312975,Lady Gaga , Born This Way,46-60
531032759,345335,Doja Cat , Get Into It (Yuh),61+
531019516,146519,Ozuna , Baila Baila Baila,19-30
530930436,2921369,David Kushner , Daylight,46-60
530376116,471196,MGMT , Little Dark Age,0-18
530352808,429013,Depeche Mode , Enjoy the Silence,0-18
530060980,254210,Maluma , Sobrio,0-18
529293924,150711,Iggy Azalea , Black Widow,0-18
529170166,2014143,Morgan Wallen , Last Night,31-45
529148239,103379,Ed Sheeran , Sing,46-60
528945102,317282,JENNIE , SOLO,31-45
